confidence_bucket,n,mean_baseline_top1,mean_delta_cosine,pct_improved,pct_worsened
"(0.323, 0.614]",50,0.5182307547330857,0.004899474978446968,40.0,50.0
"(0.614, 0.738]",50,0.6892526817321777,-0.010832201689481728,46.0,48.0
"(0.738, 0.841]",50,0.7959658443927765,0.017987661510705962,34.0,57.99999999999999
"(0.841, 0.945]",50,0.8944935286045075,0.005367390699684612,50.0,42.0
"(0.945, 1.0]",50,0.9807104301452637,-0.0021375268697738617,40.0,54.0
