experiment_id,method,n,wilcoxon_stat,p_value,significant_at_0_05
laplace_v1,M1_global_feedback,250,13495.0,0.9851875838340898,False
laplace_v1,M2_team_only_feedback,250,13221.0,0.9514563715503132,False
laplace_v1,M3_type_only_feedback,250,12551.0,0.40484088704905286,False
laplace_v1,M4_team_type_feedback,250,6275.0,0.9923819286400971,False
laplace_v1,M5_team_type_static_gate_0.62,250,268.0,0.2132161533954786,False
laplace_v1,M5_team_type_static_gate_0.656,250,322.0,0.16330074085908564,False
laplace_v1,M5_team_type_static_gate_0.7,250,490.0,0.32035596056794446,False
laplace_v1,MOracle_perfect_gate,250,0.0,2.4628307660238145e-14,True
