confidence_bucket,n,mean_baseline_top1,mean_delta_cosine,pct_improved,pct_worsened
"(0.323, 0.614]",50,0.5182307547330857,0.06681523695588112,52.0,44.0
"(0.614, 0.738]",50,0.6892526817321777,0.020437033325433725,48.0,38.0
"(0.738, 0.841]",50,0.7959658443927765,0.011295821815729159,34.0,60.0
"(0.841, 0.945]",50,0.8944935286045075,-0.005338783636689195,54.0,40.0
"(0.945, 1.0]",50,0.9807104301452637,0.0011544203758239806,40.0,50.0
