experiment_id,method,n,wilcoxon_stat,p_value,significant_at_0_05
laplace_v1,M1_global_feedback,250,12781.0,0.7850132880147899,False
laplace_v1,M2_team_only_feedback,250,10620.0,0.12902932952746146,False
laplace_v1,M3_type_only_feedback,250,11921.0,0.9875919036917566,False
laplace_v1,M4_team_type_feedback,250,5024.0,0.5961397525217489,False
laplace_v1,M5_team_type_static_gate_0.62,250,331.0,0.7655571073264582,False
laplace_v1,M5_team_type_static_gate_0.656,250,400.0,0.8995151304461615,False
laplace_v1,M5_team_type_static_gate_0.7,250,558.0,0.9540284588905052,False
laplace_v1,MOracle_perfect_gate,250,0.0,7.732733053009578e-14,True
