confidence_bucket,n,mean_baseline_top1,mean_delta_cosine,pct_improved,pct_worsened
"(0.323, 0.614]",50,0.5182307547330857,0.028972478099167347,48.0,48.0
"(0.614, 0.738]",50,0.6892526817321777,-0.03169875293970107,34.0,46.0
"(0.738, 0.841]",50,0.7959658443927765,0.048917411118745806,46.0,42.0
"(0.841, 0.945]",50,0.8944935286045075,-0.00899992763996124,42.0,46.0
"(0.945, 1.0]",50,0.9807104301452637,-0.021792183220386497,30.0,56.00000000000001
