confidence_bucket,n,mean_baseline_top1,mean_delta_cosine,pct_improved,pct_worsened
"(0.323, 0.614]",50,0.5182307547330857,-0.003019239902496335,36.0,36.0
"(0.614, 0.738]",50,0.6892526817321777,-0.005761827528476714,22.0,22.0
"(0.738, 0.841]",50,0.7959658443927765,0.0712243665754795,46.0,22.0
"(0.841, 0.945]",50,0.8944935286045075,-0.002614721655845644,22.0,26.0
"(0.945, 1.0]",50,0.9807104301452637,-0.00809658885002136,22.0,36.0
