confidence_bucket,n,mean_baseline_top1,mean_delta_cosine,pct_improved,pct_worsened
"(0.323, 0.614]",50,0.5182307547330857,0.013093713819980625,46.0,50.0
"(0.614, 0.738]",50,0.6892526817321777,-0.028491519689559926,36.0,50.0
"(0.738, 0.841]",50,0.7959658443927765,0.041764998883008955,50.0,42.0
"(0.841, 0.945]",50,0.8944935286045075,0.004223250746726987,48.0,42.0
"(0.945, 1.0]",50,0.9807104301452637,-0.010583226382732389,48.0,44.0
