confidence_bucket,n,mean_baseline_top1,mean_delta_cosine,pct_improved,pct_worsened
"(0.323, 0.614]",50,0.5182307547330857,-0.01785162806510924,32.0,54.0
"(0.614, 0.738]",50,0.6892526817321777,-0.007286209464073181,50.0,42.0
"(0.738, 0.841]",50,0.7959658443927765,0.0275619138032198,57.99999999999999,36.0
"(0.841, 0.945]",50,0.8944935286045075,0.011518712043762192,52.0,38.0
"(0.945, 1.0]",50,0.9807104301452637,0.012941880822181697,42.0,44.0
