confidence_bucket,n,mean_baseline_top1,mean_delta_cosine,pct_improved,pct_worsened
"(0.323, 0.614]",50,0.5182307547330857,0.016609630733728408,50.0,46.0
"(0.614, 0.738]",50,0.6892526817321777,0.004951843917369831,54.0,42.0
"(0.738, 0.841]",50,0.7959658443927765,0.05203687705099581,57.99999999999999,32.0
"(0.841, 0.945]",50,0.8944935286045075,-0.019286178350448616,44.0,42.0
"(0.945, 1.0]",50,0.9807104301452637,0.005438384711742403,40.0,46.0
