confidence_bucket,n,mean_baseline_top1,mean_delta_cosine,pct_improved,pct_worsened
"(0.323, 0.614]",50,0.5182307547330857,0.0023187668621540082,30.0,34.0
"(0.614, 0.738]",50,0.6892526817321777,-0.008624234348535537,30.0,28.000000000000004
"(0.738, 0.841]",50,0.7959658443927765,0.03697871692478657,38.0,30.0
"(0.841, 0.945]",50,0.8944935286045075,-0.013975423574447633,22.0,28.000000000000004
"(0.945, 1.0]",50,0.9807104301452637,-0.004085078239440918,32.0,28.000000000000004
